Function Name,Frequency,Percentage
QSP,2,0.0023656880603723594
getprob,2,0.0023656880603723594
findlength,2,0.0023656880603723594
rps,2,0.0023656880603723594
ins_end,2,0.0023656880603723594
lastword,2,0.0023656880603723594
otestuj,2,0.0023656880603723594
nbreak,2,0.0023656880603723594
verifyTidy,2,0.0023656880603723594
pilha,2,0.0023656880603723594
build_answers,2,0.0023656880603723594
interpretation,2,0.0023656880603723594
containsAll,2,0.0023656880603723594
swa_pancakes,2,0.0023656880603723594
update_result,2,0.0023656880603723594
count_pancake_ways,2,0.0023656880603723594
get_flips,2,0.0023656880603723594
get_last_tidy,2,0.0023656880603723594
touch_c,2,0.0023656880603723594
compute_next_tidy_number,2,0.0023656880603723594
pow_long,2,0.0023656880603723594
process_N,2,0.0023656880603723594
findlast,2,0.0023656880603723594
digits_mask,2,0.0023656880603723594
setvals,2,0.0023656880603723594
nextpermutation,2,0.0023656880603723594
readNext,2,0.0023656880603723594
getlength,2,0.0023656880603723594
break_into_digits,2,0.0023656880603723594
getWithoutEndLine,2,0.0023656880603723594
getMaxChanges,2,0.0023656880603723594
flipAll,2,0.0023656880603723594
getHTidyNum,2,0.0023656880603723594
keepDigits,2,0.0023656880603723594
extractDigits,2,0.0023656880603723594
batch_update,2,0.0023656880603723594
add_heap,2,0.0023656880603723594
find_maxx,2,0.0023656880603723594
flip_n,2,0.0023656880603723594
shiftRight,2,0.0023656880603723594
strlen,2,0.0023656880603723594
scenarioAll,2,0.0023656880603723594
scenarioMultiple,2,0.0023656880603723594
scenarioSingle,2,0.0023656880603723594
getMaxNum,2,0.0023656880603723594
restNumDigit,2,0.0023656880603723594
F0,2,0.0023656880603723594
timespec_gettime,2,0.0023656880603723594
timespec_difference,2,0.0023656880603723594
pow_uintmax_t,2,0.0023656880603723594
all_are,2,0.0023656880603723594
sflip,2,0.0023656880603723594
Pan_flip,2,0.0023656880603723594
show_cakes,2,0.0023656880603723594
flip_from,2,0.0023656880603723594
see_if_atleast_one_Zero,2,0.0023656880603723594
conting_Sheep,2,0.0023656880603723594
shift_word,2,0.0023656880603723594
the_last,2,0.0023656880603723594
cusort,2,0.0023656880603723594
checkalldigit,2,0.0023656880603723594
putalldigit,2,0.0023656880603723594
biggest_tidy,2,0.0023656880603723594
isnegative,2,0.0023656880603723594
free_array,2,0.0023656880603723594
calculate_best_ordenation,2,0.0023656880603723594
all_smile,2,0.0023656880603723594
fixTidinessAtIndex,2,0.0023656880603723594
checkForTidyness,2,0.0023656880603723594
lastDigit,2,0.0023656880603723594
findresult,2,0.0023656880603723594
reorderpancakes,2,0.0023656880603723594
fillDiags,2,0.0023656880603723594
countEmptyDiags,2,0.0023656880603723594
rshift,2,0.0023656880603723594
caso,2,0.0023656880603723594
nsort,2,0.0023656880603723594
calc_min,2,0.0023656880603723594
print_status,2,0.0023656880603723594
KC,2,0.0023656880603723594
getbest,2,0.0023656880603723594
lstPwr,2,0.0023656880603723594
cycle_test,2,0.0023656880603723594
chain_test,2,0.0023656880603723594
safe_put_o,2,0.0023656880603723594
safe_put_x,2,0.0023656880603723594
safe_put_p,2,0.0023656880603723594
put_o,2,0.0023656880603723594
put_x,2,0.0023656880603723594
put_p,2,0.0023656880603723594
mark_x,2,0.0023656880603723594
mark_p,2,0.0023656880603723594
isPancake,2,0.0023656880603723594
isTidyLong,2,0.0023656880603723594
allminus,2,0.0023656880603723594
invertstack,2,0.0023656880603723594
pop_heaproot,2,0.0023656880603723594
get_min_flip_count,2,0.0023656880603723594
wWord,2,0.0023656880603723594
levo,2,0.0023656880603723594
getPanCake,2,0.0023656880603723594
cifra,2,0.0023656880603723594
new_p,2,0.0023656880603723594
prepend1,2,0.0023656880603723594
insertBefore,2,0.0023656880603723594
flipString,2,0.0023656880603723594
maxFlips,2,0.0023656880603723594
addToList,2,0.0023656880603723594
can_i_sleep,2,0.0023656880603723594
insertAtLast,2,0.0023656880603723594
sleep_now,2,0.0023656880603723594
kflip,2,0.0023656880603723594
kchk,2,0.0023656880603723594
rfree,2,0.0023656880603723594
write_stringln,2,0.0023656880603723594
putdeb,2,0.0023656880603723594
putend,2,0.0023656880603723594
Last,2,0.0023656880603723594
rempd,2,0.0023656880603723594
rempg,2,0.0023656880603723594
alldig,2,0.0023656880603723594
changetoInt,2,0.0023656880603723594
cmprange,2,0.0023656880603723594
chrchr,2,0.0023656880603723594
dump_sieve,2,0.0023656880603723594
tenToThe,2,0.0023656880603723594
checkfornine,2,0.0023656880603723594
judgeWinner,2,0.0023656880603723594
isThis,2,0.0023656880603723594
findAns,2,0.0023656880603723594
check_for_winner,2,0.0023656880603723594
getSqrt,2,0.0023656880603723594
testPosition,2,0.0023656880603723594
calcdraw,2,0.0023656880603723594
calcdiag2,2,0.0023656880603723594
calcdiag1,2,0.0023656880603723594
chkcom,2,0.0023656880603723594
endQ,2,0.0023656880603723594
chkdia,2,0.0023656880603723594
verifv,2,0.0023656880603723594
calcLast,2,0.0023656880603723594
verifdiag,2,0.0023656880603723594
verifh,2,0.0023656880603723594
is_pattern_possible,2,0.0023656880603723594
maiuditn,2,0.0023656880603723594
check_diagI,2,0.0023656880603723594
check_diagD,2,0.0023656880603723594
search_number,2,0.0023656880603723594
checkforeight,2,0.0023656880603723594
checkforseven,2,0.0023656880603723594
checkforsix,2,0.0023656880603723594
find_status,2,0.0023656880603723594
check_for_completion,2,0.0023656880603723594
check_for_vertical,2,0.0023656880603723594
check_for_horizontal,2,0.0023656880603723594
revert,2,0.0023656880603723594
check_for_diagonal,2,0.0023656880603723594
isfairandsquare,2,0.0023656880603723594
getresult,2,0.0023656880603723594
xabs,2,0.0023656880603723594
myatol,2,0.0023656880603723594
checkforzero,2,0.0023656880603723594
sleepySheep,2,0.0023656880603723594
findEnd,2,0.0023656880603723594
checkforone,2,0.0023656880603723594
checkfortwo,2,0.0023656880603723594
checkforthree,2,0.0023656880603723594
checkforfour,2,0.0023656880603723594
refr,2,0.0023656880603723594
checkforfive,2,0.0023656880603723594
checkfordraw,2,0.0023656880603723594
diag2check,2,0.0023656880603723594
diag1check,2,0.0023656880603723594
remove_,2,0.0023656880603723594
countIncrease,2,0.0023656880603723594
compareNumbers,2,0.0023656880603723594
str2square,2,0.0023656880603723594
lawnMower,2,0.0023656880603723594
testSquare,2,0.0023656880603723594
countPalindromsBetween,2,0.0023656880603723594
palindrom,2,0.0023656880603723594
testTTT,2,0.0023656880603723594
testWinner,2,0.0023656880603723594
testWinnerDirection,2,0.0023656880603723594
existEmptySquare,2,0.0023656880603723594
remainingParties,2,0.0023656880603723594
get_the_max_number,2,0.0023656880603723594
checkMajority,2,0.0023656880603723594
ap,2,0.0023656880603723594
print_a,2,0.0023656880603723594
possible_Y,2,0.0023656880603723594
possible_X,2,0.0023656880603723594
decision,2,0.0023656880603723594
processInputs,2,0.0023656880603723594
fill_digits_from_number,2,0.0023656880603723594
getFairNSqrs,2,0.0023656880603723594
isPalind,2,0.0023656880603723594
verify_board_brute2,2,0.0023656880603723594
verify_board_brute,2,0.0023656880603723594
vacant,2,0.0023656880603723594
getBiNumber,2,0.0023656880603723594
check_down,2,0.0023656880603723594
check_left,2,0.0023656880603723594
pull,2,0.0023656880603723594
verifyWinner,2,0.0023656880603723594
verifyNoWinner,2,0.0023656880603723594
verifyDiagonals,2,0.0023656880603723594
verifyColunms,2,0.0023656880603723594
verifyRows,2,0.0023656880603723594
strval,2,0.0023656880603723594
openchest,2,0.0023656880603723594
cmptail,2,0.0023656880603723594
flipCount,2,0.0023656880603723594
parseGame,2,0.0023656880603723594
evalGame,2,0.0023656880603723594
remove_array,2,0.0023656880603723594
cmpP,2,0.0023656880603723594
is_draw,2,0.0023656880603723594
main_test,2,0.0023656880603723594
getsmallest,2,0.0023656880603723594
PreSort,2,0.0023656880603723594
meugetchar,2,0.0023656880603723594
testSum,2,0.0023656880603723594
check_right,2,0.0023656880603723594
is_x,2,0.0023656880603723594
is_o,2,0.0023656880603723594
testLawn,2,0.0023656880603723594
count_threes,2,0.0023656880603723594
expandhor,2,0.0023656880603723594
compare_ints,2,0.0023656880603723594
gauss_jordan,2,0.0023656880603723594
solveLess,2,0.0023656880603723594
Debug,2,0.0023656880603723594
Gauss,2,0.0023656880603723594
scan_string,2,0.0023656880603723594
count_zeros,2,0.0023656880603723594
count_ones,2,0.0023656880603723594
count_twos,2,0.0023656880603723594
count_fours,2,0.0023656880603723594
fft,2,0.0023656880603723594
count_fives,2,0.0023656880603723594
count_sixes,2,0.0023656880603723594
count_sevens,2,0.0023656880603723594
wincheck,2,0.0023656880603723594
count_eights,2,0.0023656880603723594
count_nines,2,0.0023656880603723594
countNum,2,0.0023656880603723594
Erase,2,0.0023656880603723594
midvalue,2,0.0023656880603723594
removec,2,0.0023656880603723594
expandvertical,2,0.0023656880603723594
solvepuzzle,2,0.0023656880603723594
printjamcoins,2,0.0023656880603723594
rdraw,2,0.0023656880603723594
showMat,2,0.0023656880603723594
zeraN,2,0.0023656880603723594
getCloser,2,0.0023656880603723594
getMultiple,2,0.0023656880603723594
fetch_number,2,0.0023656880603723594
DO,2,0.0023656880603723594
calcV,2,0.0023656880603723594
calcH,2,0.0023656880603723594
pr,2,0.0023656880603723594
print_detected_numbers,2,0.0023656880603723594
dist_cake,2,0.0023656880603723594
is_blank_row,2,0.0023656880603723594
is_emp_col,2,0.0023656880603723594
is_emp_row,2,0.0023656880603723594
cakify,2,0.0023656880603723594
grow,2,0.0023656880603723594
dothething,2,0.0023656880603723594
getCake,2,0.0023656880603723594
all_digits,2,0.0023656880603723594
frombase,2,0.0023656880603723594
isjamcoin,2,0.0023656880603723594
BUBsort,2,0.0023656880603723594
resCompare,2,0.0023656880603723594
remove_digit,2,0.0023656880603723594
_make1,2,0.0023656880603723594
ketahan,2,0.0023656880603723594
_conv,2,0.0023656880603723594
_div2,2,0.0023656880603723594
_multi,2,0.0023656880603723594
_sub,2,0.0023656880603723594
_add,2,0.0023656880603723594
_compare,2,0.0023656880603723594
_normal,2,0.0023656880603723594
needFlipCakes,2,0.0023656880603723594
ltcheck,2,0.0023656880603723594
gtcheck,2,0.0023656880603723594
allfilled,2,0.0023656880603723594
max_col,2,0.0023656880603723594
max_row,2,0.0023656880603723594
makedes,2,0.0023656880603723594
removeNumber,2,0.0023656880603723594
resultado,2,0.0023656880603723594
sortnums,2,0.0023656880603723594
pnum,2,0.0023656880603723594
remove_chars,2,0.0023656880603723594
count_char,2,0.0023656880603723594
_print,2,0.0023656880603723594
_make0,2,0.0023656880603723594
countLetterFreq,2,0.0023656880603723594
_sqrt,2,0.0023656880603723594
countAndDecrement,2,0.0023656880603723594
Max,2,0.0023656880603723594
getLen,2,0.0023656880603723594
getT,2,0.0023656880603723594
getS,2,0.0023656880603723594
delXinY,2,0.0023656880603723594
zera,2,0.0023656880603723594
elimina,2,0.0023656880603723594
in,2,0.0023656880603723594
readArray,2,0.0023656880603723594
initilaze,2,0.0023656880603723594
determineWinner,2,0.0023656880603723594
lookFor,2,0.0023656880603723594
reset_counters,2,0.0023656880603723594
canMowTheLawn,2,0.0023656880603723594
check_pos,2,0.0023656880603723594
buscar_min,2,0.0023656880603723594
whoWon,2,0.0023656880603723594
boardFull,2,0.0023656880603723594
getBoard,2,0.0023656880603723594
palindromes,2,0.0023656880603723594
iscoin,2,0.0023656880603723594
genprime,2,0.0023656880603723594
print_c,2,0.0023656880603723594
Number_of_digit,2,0.0023656880603723594
Opr_ExtractDigit,2,0.0023656880603723594
printOrangeBlue,2,0.0023656880603723594
printGreenRed,2,0.0023656880603723594
chknum,2,0.0023656880603723594
chkdivisor,2,0.0023656880603723594
printVioletYellow,2,0.0023656880603723594
do_tidy,2,0.0023656880603723594
isPair,2,0.0023656880603723594
Find_Sorted_N,2,0.0023656880603723594
Save_digit,2,0.0023656880603723594
issum,2,0.0023656880603723594
readFullLine,2,0.0023656880603723594
changeascend,2,0.0023656880603723594
areversetolli,2,0.0023656880603723594
llitoa,2,0.0023656880603723594
flip_pan,2,0.0023656880603723594
printFirst,2,0.0023656880603723594
optimal_speed,2,0.0023656880603723594
chrono_sort,2,0.0023656880603723594
short_sort,2,0.0023656880603723594
keta,2,0.0023656880603723594
sz_flip,2,0.0023656880603723594
inittbl,2,0.0023656880603723594
flipall,2,0.0023656880603723594
checkTidyNum,2,0.0023656880603723594
numflips,2,0.0023656880603723594
fatherfucker,2,0.0023656880603723594
prod1,2,0.0023656880603723594
openFiles,2,0.0023656880603723594
Opr_CheckDigitSts,2,0.0023656880603723594
findDigs,2,0.0023656880603723594
checkDigs,2,0.0023656880603723594
manuevers,2,0.0023656880603723594
flipend,2,0.0023656880603723594
isAllApperange,2,0.0023656880603723594
check_flipable,2,0.0023656880603723594
not_tidy,2,0.0023656880603723594
Opr_SetDigitSts,2,0.0023656880603723594
king,2,0.0023656880603723594
jasjyot,2,0.0023656880603723594
singh,2,0.0023656880603723594
Opr_ResetDigitSts,2,0.0023656880603723594
xchg,2,0.0023656880603723594
flip_reverse,2,0.0023656880603723594
getMaxTime,2,0.0023656880603723594
getValueFrom1Line,2,0.0023656880603723594
opp,2,0.0023656880603723594
Opr_CountSheep,2,0.0023656880603723594
check_positive_all,2,0.0023656880603723594
gira,2,0.0023656880603723594
PAN,2,0.0023656880603723594
get_left_ok_len,2,0.0023656880603723594
get_right_ok_len,2,0.0023656880603723594
flip_no,2,0.0023656880603723594
sheep_counter,2,0.0023656880603723594
removeDigit,2,0.0023656880603723594
numberOnBase,2,0.0023656880603723594
flipPencake,2,0.0023656880603723594
set_digit,2,0.0023656880603723594
exam_digit,2,0.0023656880603723594
bath,2,0.0023656880603723594
go_to,2,0.0023656880603723594
ct,2,0.0023656880603723594
tiny,2,0.0023656880603723594
getMinChances,2,0.0023656880603723594
getLength,2,0.0023656880603723594
reverse_pancake,2,0.0023656880603723594
paratlan,2,0.0023656880603723594
parosjobb,2,0.0023656880603723594
parosbal,2,0.0023656880603723594
calcno,2,0.0023656880603723594
lowestpossible,2,0.0023656880603723594
convertToint,2,0.0023656880603723594
sett,2,0.0023656880603723594
last_no,2,0.0023656880603723594
compte_different,2,0.0023656880603723594
print_num,2,0.0023656880603723594
FlipRange,2,0.0023656880603723594
AllTheSame,2,0.0023656880603723594
SetNine,2,0.0023656880603723594
ArrayToNumber,2,0.0023656880603723594
NumberToArray,2,0.0023656880603723594
anti,2,0.0023656880603723594
releaseStack,2,0.0023656880603723594
coin,2,0.0023656880603723594
pushItem,2,0.0023656880603723594
proba,2,0.0023656880603723594
popMinPlace,2,0.0023656880603723594
popMaxPlace,2,0.0023656880603723594
tocc,2,0.0023656880603723594
lowerNumber,2,0.0023656880603723594
checkPnacake,2,0.0023656880603723594
changeSides,2,0.0023656880603723594
findLastContiguousIndex,2,0.0023656880603723594
rhsort,2,0.0023656880603723594
print_val,2,0.0023656880603723594
test_digit,2,0.0023656880603723594
print_tidy,2,0.0023656880603723594
FlipChar,2,0.0023656880603723594
canContinue,2,0.0023656880603723594
getFloat,2,0.0023656880603723594
TestThoroughly,2,0.0023656880603723594
addC,2,0.0023656880603723594
MaxSpeed,2,0.0023656880603723594
compressCakes,2,0.0023656880603723594
getPow,2,0.0023656880603723594
Unicorns,2,0.0023656880603723594
get_two_nums,2,0.0023656880603723594
flipsCount,2,0.0023656880603723594
allHappy,2,0.0023656880603723594
GenerateTest,2,0.0023656880603723594
IsSolution,2,0.0023656880603723594
minF,2,0.0023656880603723594
getCharFromInt,2,0.0023656880603723594
emptyDigits,2,0.0023656880603723594
SolveGood,2,0.0023656880603723594
SolveBruteForce,2,0.0023656880603723594
resetDigits,2,0.0023656880603723594
matching,2,0.0023656880603723594
cook,2,0.0023656880603723594
sinOfWrath,2,0.0023656880603723594
tiskni,2,0.0023656880603723594
getMinimumFlips,2,0.0023656880603723594
fonk,2,0.0023656880603723594
allDigitsFound,2,0.0023656880603723594
findIndexToTurn,2,0.0023656880603723594
turn_pankcake,2,0.0023656880603723594
bit_invert,2,0.0023656880603723594
speed,2,0.0023656880603723594
troc,2,0.0023656880603723594
remainingHours,2,0.0023656880603723594
isbucketfull,2,0.0023656880603723594
findlastnum,2,0.0023656880603723594
newNode,2,0.0023656880603723594
generatePossibleJam,2,0.0023656880603723594
showStack,2,0.0023656880603723594
parseDigits,2,0.0023656880603723594
willFallAsleepAt,2,0.0023656880603723594
Pancake,2,0.0023656880603723594
convertBinary,2,0.0023656880603723594
convertFrom2ToN,2,0.0023656880603723594
PLACE,2,0.0023656880603723594
maxN,2,0.0023656880603723594
baseChange,2,0.0023656880603723594
solve_bathroom_stalls,2,0.0023656880603723594
insert_new,2,0.0023656880603723594
number_of_flips,2,0.0023656880603723594
change_to_previous,2,0.0023656880603723594
first_bit_change,2,0.0023656880603723594
gen_primes,2,0.0023656880603723594
read_specific,2,0.0023656880603723594
allDigits,2,0.0023656880603723594
Opr_PancakeManeuvar,2,0.0023656880603723594
Opr_Pow,2,0.0023656880603723594
myMaxCount,2,0.0023656880603723594
remMin,2,0.0023656880603723594
Opr_IsNotPrimeNo,2,0.0023656880603723594
stack_happy,2,0.0023656880603723594
first_issue,2,0.0023656880603723594
set_nines,2,0.0023656880603723594
dec_digit,2,0.0023656880603723594
extra_zeros,2,0.0023656880603723594
stack_locate_split,2,0.0023656880603723594
Opr_ConvertToBase,2,0.0023656880603723594
stack_flip,2,0.0023656880603723594
insert_in_order,2,0.0023656880603723594
FLIPNBITs,2,0.0023656880603723594
findLastN,2,0.0023656880603723594
Opr_InsertValToArray,2,0.0023656880603723594
findMax2,2,0.0023656880603723594
analyzeNumber,2,0.0023656880603723594
prepareData,2,0.0023656880603723594
deleteStack,2,0.0023656880603723594
getIntFromChar,2,0.0023656880603723594
NotTidy,2,0.0023656880603723594
Opr_SetPancakeSts,2,0.0023656880603723594
Produce_time,2,0.0023656880603723594
count_frq,2,0.0023656880603723594
get_ten,2,0.0023656880603723594
calculate_seen,2,0.0023656880603723594
updateTracker,2,0.0023656880603723594
sort_nags,2,0.0023656880603723594
slowest,2,0.0023656880603723594
patternmatches,2,0.0023656880603723594
Set,2,0.0023656880603723594
getFlipCount,2,0.0023656880603723594
isAllFlipped,2,0.0023656880603723594
IsDone,2,0.0023656880603723594
panflip,2,0.0023656880603723594
process_value,2,0.0023656880603723594
firstsadindex,2,0.0023656880603723594
numtoflip,2,0.0023656880603723594
findtotalflips,2,0.0023656880603723594
flipper_used,2,0.0023656880603723594
largest_tidy_no,2,0.0023656880603723594
do_call,2,0.0023656880603723594
signshift,2,0.0023656880603723594
intToString,2,0.0023656880603723594
strToInteger,2,0.0023656880603723594
isplus,2,0.0023656880603723594
returnposition,2,0.0023656880603723594
LS,2,0.0023656880603723594
setUpArray,2,0.0023656880603723594
fewest_flips,2,0.0023656880603723594
IsEmpty,2,0.0023656880603723594
mstrcmp,2,0.0023656880603723594
printt,2,0.0023656880603723594
verifyC,2,0.0023656880603723594
sumComp,2,0.0023656880603723594
computeC,2,0.0023656880603723594
initializeC,2,0.0023656880603723594
roundWork,2,0.0023656880603723594
fixArray,2,0.0023656880603723594
initializeArray,2,0.0023656880603723594
leftFlip,2,0.0023656880603723594
maxOf,2,0.0023656880603723594
workWith,2,0.0023656880603723594
time_elapsed,2,0.0023656880603723594
Sorted,2,0.0023656880603723594
printSearchSet,2,0.0023656880603723594
flipToBlack,2,0.0023656880603723594
flipToHappy,2,0.0023656880603723594
numberOfTimesToBeFlipped,2,0.0023656880603723594
ImprimeN,2,0.0023656880603723594
DisParse,2,0.0023656880603723594
get_split,2,0.0023656880603723594
new_node_val,2,0.0023656880603723594
free_next_node,2,0.0023656880603723594
update_list,2,0.0023656880603723594
startLeftFrom,2,0.0023656880603723594
startRightFrom,2,0.0023656880603723594
countBlankSide,2,0.0023656880603723594
needFlips,2,0.0023656880603723594
getCakesNum,2,0.0023656880603723594
readCakes,2,0.0023656880603723594
print_jamcoin_line,2,0.0023656880603723594
get_base_value,2,0.0023656880603723594
store_int_presence,2,0.0023656880603723594
get_non_trivial_divisor,2,0.0023656880603723594
get_max_sheep,2,0.0023656880603723594
check_basket_full,2,0.0023656880603723594
flips_req,2,0.0023656880603723594
has_seen_all,2,0.0023656880603723594
checkMe,2,0.0023656880603723594
EndString,2,0.0023656880603723594
sum_Tab,2,0.0023656880603723594
first_div,2,0.0023656880603723594
areNonDecreasing,2,0.0023656880603723594
isnt_tidy,2,0.0023656880603723594
get_loc,2,0.0023656880603723594
Parse,2,0.0023656880603723594
sleep_when,2,0.0023656880603723594
GetTidyNumber,2,0.0023656880603723594
more_than_k_end_blank,2,0.0023656880603723594
array_cmp,2,0.0023656880603723594
apply,2,0.0023656880603723594
string_to_binary,2,0.0023656880603723594
is_power_of_10,2,0.0023656880603723594
fill_digit_into_count,2,0.0023656880603723594
shift_left,2,0.0023656880603723594
string_print,2,0.0023656880603723594
is_sorted,2,0.0023656880603723594
DoPancake,2,0.0023656880603723594
bit_get,2,0.0023656880603723594
bit_flip,2,0.0023656880603723594
bit_sum,2,0.0023656880603723594
bit_add,2,0.0023656880603723594
bit_init,2,0.0023656880603723594
findMI,2,0.0023656880603723594
getNFlips,2,0.0023656880603723594
reversecake,2,0.0023656880603723594
decrease_key,2,0.0023656880603723594
increase_key,2,0.0023656880603723594
extract_max,2,0.0023656880603723594
posible,2,0.0023656880603723594
first_blank,2,0.0023656880603723594
array_copy,2,0.0023656880603723594
NumOfDigits,2,0.0023656880603723594
is_complementary,2,0.0023656880603723594
readn,2,0.0023656880603723594
cak,2,0.0023656880603723594
StackPop,2,0.0023656880603723594
leading,2,0.0023656880603723594
shift_up,2,0.0023656880603723594
shift_down,2,0.0023656880603723594
makeReset,2,0.0023656880603723594
makeDecrease,2,0.0023656880603723594
needDecrease,2,0.0023656880603723594
cng,2,0.0023656880603723594
FindAndMarkDigits,2,0.0023656880603723594
veriftidy,2,0.0023656880603723594
ready,2,0.0023656880603723594
free_inputs,2,0.0023656880603723594
FindLastNumber,2,0.0023656880603723594
StackTop,2,0.0023656880603723594
addToStack,2,0.0023656880603723594
getloc,2,0.0023656880603723594
subtractOne,2,0.0023656880603723594
fillNinesRight,2,0.0023656880603723594
reverse_array,2,0.0023656880603723594
rightFlip,2,0.0023656880603723594
hasAll,2,0.0023656880603723594
OnlyNegative,2,0.0023656880603723594
minimumTimeToGetHappyPancake,2,0.0023656880603723594
printAnswer,2,0.0023656880603723594
mer,2,0.0023656880603723594
isCalledAllDigit,2,0.0023656880603723594
sat,2,0.0023656880603723594
longest,2,0.0023656880603723594
otoc,2,0.0023656880603723594
consume_plus,2,0.0023656880603723594
consume_minus,2,0.0023656880603723594
totarr,2,0.0023656880603723594
digit_to_bit,2,0.0023656880603723594
getsolution,2,0.0023656880603723594
get_next_jamcoin,2,0.0023656880603723594
sortout,2,0.0023656880603723594
fillwithnines,2,0.0023656880603723594
tripnumber,2,0.0023656880603723594
bucketsort,2,0.0023656880603723594
revengePancakes,2,0.0023656880603723594
isPlus,2,0.0023656880603723594
geta,2,0.0023656880603723594
sll,2,0.0023656880603723594
trackNumber,2,0.0023656880603723594
isFinished,2,0.0023656880603723594
print_seen,2,0.0023656880603723594
numPlaces,2,0.0023656880603723594
get_tidy,2,0.0023656880603723594
largest_violating_digit,2,0.0023656880603723594
OnlyPositive,2,0.0023656880603723594
ConsecutivePos,2,0.0023656880603723594
ConsecutiveNeg,2,0.0023656880603723594
OnlyAlternate,2,0.0023656880603723594
ajoute_digits,2,0.0023656880603723594
allDigitsRead,2,0.0023656880603723594
tidy_num,2,0.0023656880603723594
calculateOutput,2,0.0023656880603723594
countShifts,2,0.0023656880603723594
check_s,2,0.0023656880603723594
find_seats,2,0.0023656880603723594
flipping_fun,2,0.0023656880603723594
read_grill,2,0.0023656880603723594
affiche_tab,2,0.0023656880603723594
compar3,2,0.0023656880603723594
cmppan,2,0.0023656880603723594
check_N,2,0.0023656880603723594
init_state,2,0.0023656880603723594
is_bad,2,0.0023656880603723594
find_max_tidy,2,0.0023656880603723594
add_digit,2,0.0023656880603723594
arrayToNumber,2,0.0023656880603723594
numberToArray,2,0.0023656880603723594
print_bits,2,0.0023656880603723594
calculNombreFlip,2,0.0023656880603723594
verifPancakes,2,0.0023656880603723594
afficheRangeePancakes,2,0.0023656880603723594
detruireRangeePancakes,2,0.0023656880603723594
recupRangeePancakes,2,0.0023656880603723594
print_jamcoins,2,0.0023656880603723594
getTidyNumber,2,0.0023656880603723594
verifTidyNumber,2,0.0023656880603723594
verifTidyNumberInferieurA100,2,0.0023656880603723594
tronquerNombre,2,0.0023656880603723594
puissance10,2,0.0023656880603723594
calculPuissanceMax,2,0.0023656880603723594
afficheTidyNumber,2,0.0023656880603723594
detruireTidyNumber,2,0.0023656880603723594
recupTidyNumber,2,0.0023656880603723594
gen_empty_jamcoin,2,0.0023656880603723594
fz,2,0.0023656880603723594
downheap,2,0.0023656880603723594
upheap,2,0.0023656880603723594
right_child,2,0.0023656880603723594
left_child,2,0.0023656880603723594
initialise_data_structures,2,0.0023656880603723594
changePancakes,2,0.0023656880603723594
flipTarget,2,0.0023656880603723594
u64_implode,2,0.0023656880603723594
resetArray,2,0.0023656880603723594
u64_explode,2,0.0023656880603723594
findMagicNumber,2,0.0023656880603723594
findarrayLength,2,0.0023656880603723594
checkIfDone,2,0.0023656880603723594
subtractedDigits,2,0.0023656880603723594
allticked,2,0.0023656880603723594
cleararr,2,0.0023656880603723594
swapSign,2,0.0023656880603723594
check_1,2,0.0023656880603723594
knk,2,0.0023656880603723594
trySleep,2,0.0023656880603723594
countSequence,2,0.0023656880603723594
get_min_flips,2,0.0023656880603723594
smallSolver,2,0.0023656880603723594
tryMod,2,0.0023656880603723594
mkPMapDiff,2,0.0023656880603723594
genPotentialMap,2,0.0023656880603723594
parseNumber,2,0.0023656880603723594
checknumber,2,0.0023656880603723594
all_one,2,0.0023656880603723594
sum_bin,2,0.0023656880603723594
dump_stack,2,0.0023656880603723594
calc_range,2,0.0023656880603723594
horizoncheck,2,0.0023656880603723594
game_status,2,0.0023656880603723594
checkcolumn,2,0.0023656880603723594
checkisdot,2,0.0023656880603723594
Y,2,0.0023656880603723594
counter_diagonal,2,0.0023656880603723594
counter_column,2,0.0023656880603723594
getPointer,2,0.0023656880603723594
counter_row,2,0.0023656880603723594
getTimeWithoutBuyingNextFarm,2,0.0023656880603723594
getTimeWithBuyingNextFarm,2,0.0023656880603723594
cmpfn,2,0.0023656880603723594
set_T,2,0.0023656880603723594
testrow,2,0.0023656880603723594
play_move,2,0.0023656880603723594
start_new_game,2,0.0023656880603723594
indcount,2,0.0023656880603723594
gOrE,2,0.0023656880603723594
getSqr,2,0.0023656880603723594
biggest,2,0.0023656880603723594
update_digit,2,0.0023656880603723594
chkline,2,0.0023656880603723594
getDiv,2,0.0023656880603723594
testcool,2,0.0023656880603723594
checkdiagonal,2,0.0023656880603723594
solvettt,2,0.0023656880603723594
solveBoards,2,0.0023656880603723594
checkSolved,2,0.0023656880603723594
Acmp,2,0.0023656880603723594
Dcmp,2,0.0023656880603723594
CountingSheep,2,0.0023656880603723594
get_k,2,0.0023656880603723594
type,2,0.0023656880603723594
verifyHorisontalAndVertical,2,0.0023656880603723594
verifyDiagonal,2,0.0023656880603723594
ywonboard,2,0.0023656880603723594
xwonboard,2,0.0023656880603723594
evalfour,2,0.0023656880603723594
ywon,2,0.0023656880603723594
hasy,2,0.0023656880603723594
hasx,2,0.0023656880603723594
add_root,2,0.0023656880603723594
compare_range,2,0.0023656880603723594
judge_zag,2,0.0023656880603723594
judge_zig,2,0.0023656880603723594
judge_col,2,0.0023656880603723594
getSquare,2,0.0023656880603723594
deleteSquares,2,0.0023656880603723594
newSquare,2,0.0023656880603723594
testdia,2,0.0023656880603723594
